0.000000000000000000e+00,1.217999999999999272e+04,7.258999999999991269e+04
5.000000000000000104e-03,1.217981511578845129e+04,7.258116745140826970e+04
1.000000000000000021e-02,1.217963009881534708e+04,7.257233542111283168e+04
1.499999999999999944e-02,1.217944494872681207e+04,7.256350390925603278e+04
2.000000000000000042e-02,1.217925966516897824e+04,7.255467291598021984e+04
2.500000000000000139e-02,1.217907424778797213e+04,7.254584244142779789e+04
2.999999999999999889e-02,1.217888869622993298e+04,7.253701248574114288e+04
3.500000000000000333e-02,1.217870301014098186e+04,7.252818304906264530e+04
4.000000000000000083e-02,1.217851718916725076e+04,7.251935413153466652e+04
4.499999999999999833e-02,1.217833123295488258e+04,7.251052573329964071e+04
5.000000000000000278e-02,1.217814514114999292e+04,7.250169785449991468e+04
5.500000000000000028e-02,1.217795891339872105e+04,7.249287049527789350e+04
5.999999999999999778e-02,1.217777254934719349e+04,7.248404365577592398e+04
6.500000000000000222e-02,1.217758604864154404e+04,7.247521733613641118e+04
7.000000000000000666e-02,1.217739941092790104e+04,7.246639153650176013e+04
7.499999999999999722e-02,1.217721263585239649e+04,7.245756625701433222e+04
8.000000000000000167e-02,1.217702572306116053e+04,7.244874149781651795e+04
8.500000000000000611e-02,1.217683867220032880e+04,7.243991725905073690e+04
8.999999999999999667e-02,1.217665148291602418e+04,7.243109354085930681e+04
9.500000000000000111e-02,1.217646415485438229e+04,7.242227034338464728e+04
1.000000000000000056e-01,1.217627668766152965e+04,7.241344766676914878e+04
1.049999999999999961e-01,1.217608908098360189e+04,7.240462551115517272e+04
1.100000000000000006e-01,1.217590133446673281e+04,7.239580387668513868e+04
1.150000000000000050e-01,1.217571344775704165e+04,7.238698276350140804e+04
1.199999999999999956e-01,1.217552542050066768e+04,7.237816217174637131e+04
1.250000000000000000e-01,1.217533725234374288e+04,7.236934210156241897e+04
1.300000000000000044e-01,1.217514894293239377e+04,7.236052255309191241e+04
1.350000000000000089e-01,1.217496049191275233e+04,7.235170352647727123e+04
1.400000000000000133e-01,1.217477189893094692e+04,7.234288502186082769e+04
1.449999999999999900e-01,1.217458316363311314e+04,7.233406703938503051e+04
1.499999999999999944e-01,1.217439428566537936e+04,7.232524957919221197e+04
1.549999999999999989e-01,1.217420526467387390e+04,7.231643264142479165e+04
1.600000000000000033e-01,1.217401610030473057e+04,7.230761622622514551e+04
1.650000000000000078e-01,1.217382679220408318e+04,7.229880033373564947e+04
1.700000000000000122e-01,1.217363734001805278e+04,7.228998496409867948e+04
1.749999999999999889e-01,1.217344774339278229e+04,7.228117011745664058e+04
1.799999999999999933e-01,1.217325800197439457e+04,7.227235579395192326e+04
1.849999999999999978e-01,1.217306811540901981e+04,7.226354199372687435e+04
1.900000000000000022e-01,1.217287808334279180e+04,7.225472871692391345e+04
1.950000000000000067e-01,1.217268790542184252e+04,7.224591596368541650e+04
2.000000000000000111e-01,1.217249758129230213e+04,7.223710373415375943e+04
2.049999999999999878e-01,1.217230711060029716e+04,7.222829202847134729e+04
2.099999999999999922e-01,1.217211649299196324e+04,7.221948084678054147e+04
2.149999999999999967e-01,1.217192572811342870e+04,7.221067018922371790e+04
2.200000000000000011e-01,1.217173481561082190e+04,7.220186005594329617e+04
2.250000000000000056e-01,1.217154375513028208e+04,7.219305044708165224e+04
2.300000000000000100e-01,1.217135254631793032e+04,7.218424136278113292e+04
2.349999999999999867e-01,1.217116118881990405e+04,7.217543280318417237e+04
2.399999999999999911e-01,1.217096968228233163e+04,7.216662476843313198e+04
2.449999999999999956e-01,1.217077802635134321e+04,7.215781725867041678e+04
2.500000000000000000e-01,1.217058622067306896e+04,7.214901027403837361e+04
2.550000000000000044e-01,1.217039426489364268e+04,7.214020381467942207e+04
2.600000000000000089e-01,1.217020215865919272e+04,7.213139788073592354e+04
2.650000000000000133e-01,1.217000990161584923e+04,7.212259247235025396e+04
2.700000000000000178e-01,1.216981749340974784e+04,7.211378758966484747e+04
2.750000000000000222e-01,1.216962493368701143e+04,7.210498323282203637e+04
2.800000000000000266e-01,1.216943222209377564e+04,7.209617940196422569e+04
2.849999999999999756e-01,1.216923935827617424e+04,7.208737609723380592e+04
2.899999999999999800e-01,1.216904634188033197e+04,7.207857331877315301e+04
2.949999999999999845e-01,1.216885317255238078e+04,7.206977106672464288e+04
2.999999999999999889e-01,1.216865984993845450e+04,7.206096934123068058e+04
3.049999999999999933e-01,1.216846637368468146e+04,7.205216814243364206e+04
3.099999999999999978e-01,1.216827274343719546e+04,7.204336747047591780e+04
3.150000000000000022e-01,1.216807895884211939e+04,7.203456732549988374e+04
3.200000000000000067e-01,1.216788501954559069e+04,7.202576770764791581e+04
3.250000000000000111e-01,1.216769092519374317e+04,7.201696861706241907e+04
3.300000000000000155e-01,1.216749667543270152e+04,7.200817005388578400e+04
